epoch,train_loss,train_bce_loss,train_rtfm_loss,train_cls_loss,train_bnd_loss,train_smooth_loss,val_auc,val_ap,val_macro_f1,val_weighted_f1
1,0.8536851741373539,0.16818467597477138,4.650041341781616,0.36308573838323355,0.10188514739274979,0.0838794237934053,0.9560344827586207,0.9159770198315409,0.5876623376623377,0.8480876921243894
2,0.7806417532265186,0.13554652722086757,4.583496689796448,0.3199459072202444,0.061362144304439425,0.08363952138461173,0.9478448275862069,0.9088459729436629,0.7412303256973664,0.8953557994604355
3,0.6986859925091267,0.09927402238827199,4.497260212898254,0.25679644849151373,0.04739717021584511,0.07068567513488233,0.9435344827586207,0.9097540795644352,0.7251845191923465,0.875883741587303
4,0.6695370189845562,0.08454354072455317,4.394613742828369,0.24584466218948364,0.0494471734855324,0.07775612641125917,0.9435344827586207,0.9108895807200756,0.720440251572327,0.8898592118169755
5,0.6445795260369778,0.057102007092908025,4.256676197052002,0.28111565532162786,0.046198459109291434,0.07392515242099762,0.9288793103448275,0.9104159422619011,0.6318489124044679,0.8688890506933321
6,0.5951904039829969,0.051332743489183486,4.082670211791992,0.22988440096378326,0.044065776048228145,0.07428683806210756,0.940948275862069,0.9093518118710744,0.6179658275199676,0.8629949940590973
7,0.582184124737978,0.05436881887726486,3.8940125703811646,0.24010890163481236,0.038269286043941975,0.06878796825185418,0.9344827586206896,0.9108087391937167,0.6315434448674281,0.8491762236245425
8,0.5630618780851364,0.051670546003151685,3.7215956449508667,0.2412414918653667,0.037417584913782775,0.07385743455961347,0.9293103448275861,0.9031720682726232,0.6250165936545865,0.8482628727178396
9,0.5324472095817327,0.0427516866766382,3.4912073612213135,0.2466090451925993,0.033732126583345234,0.07150619686581194,0.9357758620689656,0.8997256516034877,0.6137834036568214,0.8545813494367669
10,0.5066310074180365,0.03357416944345459,3.3340572118759155,0.2452889932319522,0.031793618109077215,0.07468526344746351,0.9275862068965517,0.9004440793899589,0.6177499394819657,0.8622177583231728
11,0.4988444447517395,0.05372851120773703,3.137173056602478,0.23219923907890916,0.02786644920706749,0.06939067994244397,0.9267241379310346,0.9047261323279607,0.6228516885950266,0.8597562768947409
12,0.4552523586899042,0.026931605883874,2.9143534898757935,0.24517800379544497,0.02482185245025903,0.06849833158776164,0.9258620689655171,0.901592673511405,0.6722151658354658,0.8580558622494295
13,0.41346643678843975,0.024292006070027128,2.8066017627716064,0.1898237895220518,0.02293209987692535,0.06722727115266025,0.9284482758620689,0.9116556821905664,0.6874684720562857,0.8838357100318233
14,0.41829789243638515,0.028108190424973145,2.605354070663452,0.23493570182472467,0.01978763547958806,0.06250154878944159,0.9275862068965516,0.911157124045892,0.6545721187025535,0.8689108591182784
15,0.3976376000791788,0.03644846161478199,2.4911556243896484,0.19726711511611938,0.020135303086135536,0.07399414479732513,0.9249999999999999,0.8990924727308052,0.6867405774839156,0.8687776836225696
16,0.42669813707470894,0.07820536823419388,2.3478797674179077,0.20431432221084833,0.016349502198863775,0.06642774702049792,0.9262931034482758,0.8980924954571123,0.6164048317274123,0.8592604051763566
17,0.4281207174062729,0.10055231431033462,2.219019293785095,0.18970377324149013,0.01424421212868765,0.06541316630318761,0.9280172413793103,0.9086012828357972,0.5776240667545015,0.8402619850565602
18,0.3532008659094572,0.035342615738045424,2.038038969039917,0.20690091839060187,0.01243690901901573,0.06872813799418509,0.9301724137931034,0.9049357907303013,0.6636436027740376,0.8625155724477624
19,0.2870904402807355,0.019994518224848434,1.868310570716858,0.14105453714728355,0.010542887990595773,0.06574727641418576,0.9271551724137931,0.896356538077109,0.6410328911438788,0.8669415420660216
20,0.2650423441082239,0.017072990274755284,1.7259191274642944,0.13196547841653228,0.009237325983121991,0.06623501959256828,0.9249999999999999,0.9011551763074617,0.6542506344230481,0.8698550105383387
21,0.28919531498104334,0.04078801270225085,1.6252580881118774,0.15217580180615187,0.009364274330437183,0.06984300632029772,0.9267241379310345,0.9035885014536842,0.6321192666734068,0.8721183375861107
22,0.26507254410535097,0.02869850261049578,1.4192978143692017,0.16961477068252861,0.009293516777688637,0.06848818343132734,0.9258620689655171,0.9086762219053777,0.4905017921146953,0.8405396073789089
23,0.20521976333111525,0.013913230308389757,1.286418080329895,0.10678322985768318,0.007412663908326067,0.07049305597320199,0.9232758620689655,0.8947127553300982,0.5976892506127888,0.8520513661910852
24,0.20497180800884962,0.013433599247946404,1.1734561920166016,0.12869244487956166,0.008642396191135049,0.07253645616583526,0.9198275862068965,0.8900404349194608,0.608146277590722,0.8534576138551674
25,0.18862471915781498,0.012260127019544598,1.0339500904083252,0.12814581743441522,0.00691646448103711,0.06821734458208084,0.9193965517241379,0.8752308435403662,0.6326431979261465,0.8611960457933802
26,0.17205160669982433,0.01789913623360917,0.8625431060791016,0.11855201807338744,0.006461498051066883,0.06683701288420707,0.9211206896551724,0.8871998085717465,0.7034722222222222,0.8717125382262998
27,0.14186753099784255,0.016902871371712536,0.7016465663909912,0.09238206676673144,0.006320373679045588,0.06712853768840432,0.9133620689655172,0.8665602374403258,0.5985894222736329,0.8441090375904476
28,0.13511532032862306,0.016487829459947534,0.5663110017776489,0.10686885751783848,0.00566359594813548,0.06862882291898131,0.9211206896551722,0.874236023361334,0.6345837290281734,0.8645042125164449
29,0.09060056158341467,0.005530058679141803,0.3843240737915039,0.07821589044760913,0.0046990481205284595,0.06120433937758207,0.9193965517241379,0.8805827883393905,0.6587595532039977,0.8605051534715142
30,0.0855710229370743,0.009628633779357187,0.2867974042892456,0.07869337219744921,0.005421068373834714,0.06289644469507039,0.9155172413793103,0.8606149049037,0.6221010967179549,0.8604546872236422
