epoch,train_loss,train_bce_loss,train_rtfm_loss,train_cls_loss,train_bnd_loss,train_smooth_loss,val_auc,val_ap,val_macro_f1,val_weighted_f1
1,0.8219195641577244,0.08516313671134412,4.646620869636536,0.4702720642089844,0.09607130102813244,0.0813690519426018,0.9465517241379311,0.9057739351518168,0.6296864349011587,0.8570289488002101
2,0.7592522539198399,0.0770822101039812,4.549456596374512,0.40130441077053547,0.06157688656821847,0.08099089586175978,0.9491379310344827,0.9081640460347467,0.6836694860117111,0.8736304688230578
3,0.697028636932373,0.06655943972873501,4.426893591880798,0.3330052988603711,0.04859513370320201,0.06698641227558255,0.9456896551724139,0.9084607148479349,0.6760367651672,0.8618633195019314
4,0.6754323802888393,0.0703981741098687,4.280813574790955,0.3138605188578367,0.04523401614278555,0.06452369224280119,0.9418103448275863,0.911512758735626,0.6670541329739442,0.8622239669625859
5,0.6772644631564617,0.07413260056637228,4.11281955242157,0.34772353060543537,0.03992129908874631,0.06011731387116015,0.9375000000000001,0.9125874504574607,0.5625493113320259,0.8462432597936571
6,0.5812249723821878,0.03516332001890987,3.8907570838928223,0.28310178546234965,0.03387448622379452,0.05272698274347931,0.9314655172413792,0.9083841414792997,0.6102038907594464,0.8625186626715678
7,0.5679276864975691,0.04639945054077543,3.692484974861145,0.27648688666522503,0.029648218071088195,0.05141816288232803,0.9362068965517242,0.9107070043468544,0.6235479797979798,0.8413817069780373
8,0.5648373309522867,0.049962203891482204,3.5129189491271973,0.29992370028048754,0.028460507397539914,0.05083217204082757,0.9336206896551724,0.9020116220922942,0.6055525108594163,0.854987491606136
9,0.5365184582769871,0.0444634125160519,3.291274905204773,0.30062898714095354,0.02560537646058947,0.04931439715437591,0.9383620689655172,0.9114064929538546,0.6101148734388566,0.8490451620255911
10,0.48871315084397793,0.02503133870777674,3.1431750059127808,0.27328701689839363,0.024766032700426877,0.05290998541750014,0.9366379310344828,0.9007495749656085,0.6055525108594163,0.854987491606136
11,0.4813282657414675,0.04688349009666126,2.9684815406799316,0.25250544771552086,0.02208996779518202,0.04716907686088234,0.9318965517241379,0.90086062537974,0.6488001129305477,0.8664723190650595
12,0.4298948924988508,0.024314487258379813,2.755906581878662,0.24340626318007708,0.01624509721295908,0.034130706335417926,0.9293103448275862,0.9019895771996711,0.66377688172043,0.8525895235276709
13,0.4049931075423956,0.02625764807453379,2.6468944549560547,0.21273875888437033,0.0145704880123958,0.0330548983765766,0.9301724137931034,0.9047280816818974,0.6488001129305477,0.8664723190650595
14,0.43062957748770714,0.04661604840657674,2.4833688735961914,0.25750432815402746,0.013215100538218394,0.02959948417264968,0.9275862068965516,0.906897386864278,0.5769580214024659,0.8421375883149583
15,0.3908810783177614,0.03881564851326402,2.3613440990448,0.21707623871043324,0.013485713512636721,0.03347185003804043,0.9237068965517241,0.888305750083138,0.5247362418021101,0.8323902653408779
16,0.4147735480219126,0.06874569415231235,2.2588242292404175,0.22782376501709223,0.011103413009550422,0.029025259369518608,0.9344827586206895,0.9100289357022853,0.6254224636300107,0.8520642638956643
17,0.3269231468439102,0.02559682776336558,2.0697449445724487,0.17414829740300775,0.012466992135159671,0.03537575667724013,0.9392241379310344,0.9065178644095793,0.6314239705544052,0.8535693708410103
18,0.30831567756831646,0.019414469599723816,1.9411494731903076,0.17578551173210144,0.011262491578236222,0.03514751675538719,0.9271551724137933,0.8769254088678293,0.6314239705544052,0.8535693708410103
19,0.27200642973184586,0.019122887330013327,1.7847731113433838,0.13802066771313548,0.00889247546729166,0.0272814825293608,0.9237068965517241,0.850232522103044,0.6684610075914423,0.8601952627880032
20,0.2819452341645956,0.03405671624932438,1.6402126550674438,0.15790367568843067,0.007457386876922101,0.02678195762564428,0.9327586206896552,0.8531458114495185,0.550893729925988,0.8260482045329635
21,0.28797895833849907,0.042016327162855305,1.552627682685852,0.17143729515373707,0.007946919969981536,0.02597142814192921,0.9198275862068965,0.7804162448176517,0.6005814920678131,0.859290171902322
22,0.27891573775559664,0.04181781056104228,1.415521264076233,0.1824234437663108,0.006588903605006635,0.02357415101141669,0.9310344827586207,0.7932403900495733,0.5941315056757336,0.8460330778254386
23,0.21032997965812683,0.02061671539559029,1.2701739072799683,0.11723414855077863,0.0059193483320996165,0.023029979260172695,0.9301724137931036,0.871746513286191,0.5709288653733098,0.837059689659078
24,0.18050631415098906,0.007450050601619296,1.121471881866455,0.11158676352351904,0.007245385582791641,0.029420734441373497,0.9262931034482759,0.8613855443223377,0.5355244996549344,0.8413879233384617
25,0.16669233702123165,0.007188709780166391,0.9737235307693481,0.11630494939163327,0.005304593651089817,0.023874217877164483,0.922844827586207,0.8047310593145524,0.5252725368917273,0.8300661714894965
26,0.1421619770117104,0.0035807242602459155,0.8212547302246094,0.10534211294725537,0.004555353647447191,0.024181135755497962,0.9176724137931034,0.7824810190790408,0.6581644355066606,0.8687792038800498
27,0.11353117087855935,0.002364081999985501,0.6640380620956421,0.0822275779210031,0.004268042917829007,0.02369077378534712,0.9120689655172414,0.7651772666980055,0.663242337164751,0.8657861436254349
28,0.10184567561373115,0.0014218677024473436,0.5199549198150635,0.0912557658739388,0.003411104225961026,0.017771000653738156,0.9112068965517242,0.779457706464048,0.5741066635994172,0.8435176215591054
29,0.07256260514259338,0.0011193988066224847,0.36672210693359375,0.06467580993194133,0.0029114626231603324,0.015596515648212517,0.9116379310344828,0.7757502228275583,0.544168391994479,0.8299770167340969
30,0.08218907960690558,0.011914978464119486,0.29337310791015625,0.0765153409447521,0.0031210341294354293,0.017428093939088285,0.9094827586206897,0.7086315420625097,0.5264107049289476,0.834440205842721
