epoch,lr,train_loss,train_bce,train_rtfm,train_cls,train_bnd,train_smooth,val_auc,val_ap,val_macro_f1,val_weighted_f1
1,0.0001,2.0273422226309776,0.9697218015789986,4.998925566673279,1.0902351662516594,0.0392699349031318,0.008293222868815064,0.8931034482758621,0.7896444186301936,0.14109347442680775,0.6213290616960342
2,9.984740801978984e-05,1.5715641304850578,0.7132617589086294,4.679188013076782,0.775181726552546,0.005963960022199899,0.010035106271971017,0.9125,0.8210188571266901,0.2257706808605012,0.725106362199149
3,9.939057285945931e-05,1.283124953508377,0.4983451534062624,4.9610031843185425,0.5694002956151962,0.00994055430055596,0.009971965599106625,0.9357758620689656,0.8515319720124439,0.22896825396825396,0.7314984709480122
4,9.863231105968498e-05,1.1872546076774597,0.45309023186564445,4.9100425243377686,0.4796105045825243,0.008235090470407158,0.008843119983794168,0.9418103448275862,0.8683921515126458,0.22169059011164274,0.7213028400860365
5,9.75772975566101e-05,1.0747711136937141,0.36235372722148895,4.849828243255615,0.4484583530575037,0.00760043109767139,0.009252283634850755,0.9534482758620689,0.8808112409472706,0.3954075027556463,0.791782680037651
6,9.623203685930868e-05,0.993122011423111,0.31016239523887634,4.779294371604919,0.40334391221404076,0.007990972342668101,0.009609419415937737,0.9573275862068966,0.8833455320969401,0.24040758617327287,0.748882564245008
7,9.46048229473242e-05,0.8984276093542576,0.24143191892653704,4.693749666213989,0.3686224753037095,0.007876878720708191,0.00946414956706576,0.9586206896551723,0.8940923658615589,0.3327833675934942,0.7778651238179748
8,9.270568813552755e-05,0.8435114733874798,0.20658753579482436,4.5963287353515625,0.3479656269773841,0.007883071157266386,0.009433392304345034,0.9646551724137931,0.904201483918962,0.3247685185185185,0.7849133537206932
9,9.054634122155989e-05,0.7613036632537842,0.14666717092040926,4.474555730819702,0.32806924637407064,0.00737690381356515,0.009332199013442732,0.9568965517241379,0.8963645993851228,0.3710978835978836,0.7831658657346731
10,8.814009529720152e-05,0.7223739847540855,0.11944679624866694,4.357167959213257,0.32867566775530577,0.006638937396928668,0.008808801037957892,0.9603448275862069,0.8978630661437321,0.3888313779618127,0.8040280864373406
11,8.550178566873408e-05,0.7603248283267021,0.17514660290908068,4.228259444236755,0.31901590153574944,0.00649014393275138,0.008972867493866943,0.9607758620689655,0.8950194547722248,0.45042735042735044,0.8220653963773231
12,8.264767839234409e-05,0.6758951265364885,0.11433931061765179,4.082306385040283,0.30245202872902155,0.004650741881050635,0.007039274700218812,0.9633620689655171,0.904845166746157,0.4594355388438111,0.8252148026031104
13,7.959536998847741e-05,0.6020859777927399,0.06142546038608998,3.9304994344711304,0.2918315678834915,0.003722756628121715,0.005779602601251099,0.9581896551724138,0.8955864825967383,0.3849667308000641,0.7880155861807236
14,7.636367895343945e-05,0.5715729538351297,0.05415205575991422,3.785169005393982,0.2744558760896325,0.003679397406813223,0.00572242506314069,0.9603448275862068,0.9002277243831229,0.4549897119341563,0.8178446030127986
15,7.297252973710755e-05,0.5422062519937754,0.04577171825803816,3.640546679496765,0.2608472490683198,0.004206082154269097,0.006944188457055134,0.9612068965517242,0.8982859709827449,0.39090909090909093,0.7933694745621351
16,6.944282990207194e-05,0.5187423918396235,0.03818745433818549,3.504367470741272,0.2572971023619175,0.003160910797305405,0.00521369536727434,0.963793103448276,0.9062398135415677,0.39046123629456964,0.789527835399395
17,6.57963412215599e-05,0.5279452204704285,0.05366007552947849,3.3933922052383423,0.2665729932487011,0.003454790963587584,0.006229856888239738,0.9629310344827586,0.9039122401326103,0.3931318681318681,0.7976711362032464
18,6.205554551086731e-05,0.48664798587560654,0.03333191678393632,3.2531265020370483,0.25314138177782297,0.0029616823376272805,0.005442090106953401,0.9599137931034483,0.9035824191201229,0.44131665880132137,0.8093267120114646
19,5.824350601949142e-05,0.4695105329155922,0.029044749040622264,3.1329504251480103,0.2518401835113764,0.0025803213902690914,0.004765504989336478,0.960344827586207,0.9090569778786621,0.43990327907525356,0.7985547050000973
20,5.438372523852832e-05,0.4359966851770878,0.0168276330223307,3.0255335569381714,0.2310425704345107,0.0022748735937057063,0.004119453792952754,0.9633620689655173,0.9013331244540903,0.4774911134044261,0.8253592246491387
21,5.0499999999999994e-05,0.42560868337750435,0.01614029545453377,2.937293291091919,0.22952713165432215,0.0020146949391346425,0.0037108348187757656,0.9650862068965517,0.8984521793515032,0.5340277777777778,0.8342507645259939
22,4.6616274761471674e-05,0.4070446230471134,0.012844601747929119,2.860388398170471,0.21340412180870771,0.0028801039370591752,0.00595076875470113,0.9663793103448277,0.9084812009544141,0.4773584905660377,0.8213951878137441
23,4.275649398050858e-05,0.39887074939906597,0.011390039362595417,2.7673906087875366,0.2193772690370679,0.0021424362348625436,0.004102802951820195,0.9655172413793104,0.8932774523821911,0.40314427257102414,0.8155064515141649
24,3.894445448913268e-05,0.38797757029533386,0.010854338994249701,2.7046406269073486,0.21134906355291605,0.001989240732655162,0.0038786023987995577,0.9646551724137932,0.8917126021878437,0.4420160552236024,0.8168700493436515
25,3.52036587784401e-05,0.37424558587372303,0.010618718704790808,2.6414178609848022,0.19698696630075574,0.001976786812520004,0.003985539591667475,0.9650862068965518,0.8938472491500769,0.4021742877956281,0.7987408833498857
26,3.155717009792805e-05,0.370195459574461,0.01071226131170988,2.590285062789917,0.19916930655017495,0.0017296455316682113,0.0035113012697820523,0.9646551724137932,0.8917126021878437,0.4021742877956281,0.7987408833498857
27,2.802747026289243e-05,0.3534422926604748,0.01154492590285372,2.5418442487716675,0.1733741769567132,0.0020132878726144554,0.004218546896993303,0.9650862068965518,0.8987812327867248,0.5172740334378265,0.825843375226482
28,2.463632104656053e-05,0.36334167793393135,0.022929035520064645,2.5113589763641357,0.17701359279453754,0.0015120562893571332,0.003163332340591296,0.9655172413793104,0.8869830529560907,0.40246212121212116,0.8075926367210771
29,2.1404630011522583e-05,0.3474784716963768,0.012845780496718362,2.4566749334335327,0.17674055881798267,0.001205176400617347,0.002333568877020298,0.9642241379310345,0.8903836811650376,0.3931106701940035,0.7985243434784718
30,1.835232160765591e-05,0.33914673887193203,0.010272626474034041,2.4457799196243286,0.1664207144640386,0.0020447960905585205,0.004723274111711362,0.9642241379310345,0.8924204375121387,0.4228475999309333,0.8053743741817136
31,1.5498214331265897e-05,0.3358159251511097,0.010100564701133408,2.428022861480713,0.16340568265877664,0.002331924244572292,0.005106471592966955,0.9642241379310345,0.8924204375121387,0.40698260073260073,0.8064925899788284
32,1.2859904702798466e-05,0.3298885431140661,0.010693966672988608,2.392755627632141,0.158309668302536,0.0014656043422291987,0.0032450048656755826,0.9646551724137931,0.8874893474279024,0.3931106701940035,0.7985243434784718
33,1.0453658778440104e-05,0.33188466541469097,0.010168495849939063,2.365785598754883,0.16897433111444116,0.0012921171892230632,0.002628050936436921,0.9646551724137931,0.8874893474279024,0.3931106701940035,0.7985243434784718
34,8.294311864472434e-06,0.3293891903012991,0.010465229279361665,2.349872589111328,0.16653850115835667,0.0013288959253259236,0.0026877953855546366,0.9646551724137931,0.8874893474279024,0.3931106701940035,0.7985243434784718
35,6.395177052675792e-06,0.32389977760612965,0.009755338905961253,2.3440628051757812,0.15810962673276663,0.0013090106313029537,0.0029063904204349456,0.9650862068965518,0.8924154558022865,0.43763528138528135,0.8135946622185155
36,4.767963140691305e-06,0.3252513762563467,0.00993096201273147,2.347205877304077,0.15907870000228286,0.0019975121340394253,0.0046121255669504535,0.9646551724137931,0.8874893474279024,0.4228475999309333,0.8053743741817136
37,3.4227024433898994e-06,0.3236864898353815,0.009787263537873514,2.3361212015151978,0.15871678572148085,0.001756627980284975,0.004017183543510328,0.9646551724137931,0.8874893474279024,0.3931106701940035,0.7985243434784718
38,2.36768894031501e-06,0.32029805332422256,0.010004565847339109,2.333394169807434,0.1524388805264607,0.0013951981127320323,0.003160674386890605,0.9650862068965517,0.8879145174959295,0.3931106701940035,0.7985243434784718
39,1.6094271405406857e-06,0.3217407055199146,0.009634750909754075,2.3280913829803467,0.15717493509873748,0.0013411571981123416,0.0030700453164627106,0.9650862068965517,0.8879145174959295,0.3931106701940035,0.7985243434784718
40,1.1525919802101657e-06,0.31808621995151043,0.008951663199695759,2.3247448205947876,0.151366975158453,0.0018685082541196607,0.00416030424685232,0.9650862068965517,0.8879145174959295,0.3931106701940035,0.7985243434784718
